CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13127.0,78,1,259.17,3,Low-Value Customers
13130.0,94,1,64.0,3,Low-Value Customers
13131.0,23,3,1073.3,2,New Customers
13132.0,262,1,77.3,3,Low-Value Customers
13133.0,274,2,109.8,3,Low-Value Customers
13134.0,86,4,1793.58,2,New Customers
13135.0,197,1,3096.0,2,New Customers
13136.0,56,5,2607.61,2,New Customers
13137.0,11,8,3650.41,1,At-Risk Customers
13138.0,22,6,962.39,2,New Customers
13139.0,16,7,5064.9400000000005,1,At-Risk Customers
13140.0,108,3,423.72,3,Low-Value Customers
13141.0,85,5,2388.75,2,New Customers
13142.0,19,1,307.09000000000003,0,Loyal High-Value
13144.0,333,1,110.95,3,Low-Value Customers
13145.0,40,4,618.52,2,New Customers
13146.0,26,1,228.91,0,Loyal High-Value
13147.0,10,4,712.8,0,Loyal High-Value
13148.0,29,12,3707.12,1,At-Risk Customers
13149.0,14,4,1676.06,2,New Customers
13151.0,296,1,1257.87,3,Low-Value Customers
13153.0,6,1,486.22,0,Loyal High-Value
13155.0,33,4,971.76,2,New Customers
13157.0,49,4,1741.22,2,New Customers
13158.0,95,4,1201.06,2,New Customers
13159.0,9,4,1437.85,0,Loyal High-Value
13160.0,22,1,91.8,0,Loyal High-Value
13161.0,313,1,112.75,3,Low-Value Customers
13162.0,122,4,1688.29,2,New Customers
13165.0,46,2,1021.48,2,New Customers
13166.0,283,1,417.2,3,Low-Value Customers
13167.0,19,4,791.33,2,New Customers
13168.0,36,4,1319.19,2,New Customers
13169.0,64,2,712.88,2,New Customers
13170.0,27,1,116.01,0,Loyal High-Value
13171.0,22,3,468.41,0,Loyal High-Value
13173.0,4,2,353.65000000000003,0,Loyal High-Value
13174.0,16,3,2817.03,2,New Customers
13176.0,46,1,492.84,0,Loyal High-Value
13177.0,65,1,282.45,3,Low-Value Customers
13178.0,26,11,5725.47,1,At-Risk Customers
13182.0,45,1,121.18,3,Low-Value Customers
13183.0,8,9,3957.78,1,At-Risk Customers
13184.0,15,10,1701.29,1,At-Risk Customers
13185.0,268,1,71.4,3,Low-Value Customers
13186.0,40,3,1575.89,2,New Customers
13187.0,337,1,236.02,3,Low-Value Customers
13188.0,11,1,114.6,0,Loyal High-Value
13189.0,19,2,260.68,0,Loyal High-Value
13192.0,95,2,911.94,2,New Customers
13193.0,61,1,117.88,3,Low-Value Customers
13194.0,136,1,60.7,3,Low-Value Customers
13196.0,11,4,1797.78,2,New Customers
13198.0,10,6,3401.24,1,At-Risk Customers
13199.0,4,38,9817.12,1,At-Risk Customers
13200.0,19,4,870.09,2,New Customers
13203.0,10,4,869.46,0,Loyal High-Value
13207.0,15,2,250.26,0,Loyal High-Value
13208.0,59,6,1223.9,2,New Customers
13209.0,30,8,5891.61,1,At-Risk Customers
13210.0,94,1,353.48,3,Low-Value Customers
13211.0,10,3,1197.42,0,Loyal High-Value
13212.0,20,3,788.08,0,Loyal High-Value
13213.0,57,5,1520.58,2,New Customers
13216.0,268,1,333.74,3,Low-Value Customers
13217.0,122,3,533.98,2,New Customers
13218.0,127,1,62.64,3,Low-Value Customers
13220.0,78,4,819.2900000000001,2,New Customers
13221.0,240,2,847.41,3,Low-Value Customers
13223.0,200,2,163.2,3,Low-Value Customers
13224.0,60,2,2155.95,2,New Customers
13225.0,3,7,6463.84,1,At-Risk Customers
13226.0,273,1,108.21,3,Low-Value Customers
13227.0,202,1,257.7,3,Low-Value Customers
13228.0,81,1,358.0,3,Low-Value Customers
13229.0,226,1,160.95,3,Low-Value Customers
13230.0,4,14,2806.97,1,At-Risk Customers
13232.0,13,7,1357.6,1,At-Risk Customers
13233.0,74,2,605.12,3,Low-Value Customers
13235.0,212,1,1031.07,3,Low-Value Customers
13236.0,25,2,744.85,0,Loyal High-Value
13238.0,17,4,700.73,0,Loyal High-Value
13239.0,262,1,329.56,3,Low-Value Customers
13240.0,96,4,663.65,2,New Customers
13242.0,112,3,270.40000000000003,3,Low-Value Customers
13243.0,203,1,600.07,3,Low-Value Customers
13244.0,93,1,121.74,3,Low-Value Customers
13245.0,51,1,430.5,3,Low-Value Customers
13246.0,18,6,1987.3,2,New Customers
13247.0,18,4,501.12,0,Loyal High-Value
13248.0,125,2,465.68,3,Low-Value Customers
13249.0,92,3,711.41,2,New Customers
13253.0,157,2,1030.4,2,New Customers
13255.0,9,2,399.51,0,Loyal High-Value
13256.0,14,1,0.0,3,Low-Value Customers
13258.0,12,3,698.5799999999999,0,Loyal High-Value
13259.0,62,1,292.32,3,Low-Value Customers
13260.0,61,1,557.62,3,Low-Value Customers
13261.0,269,2,944.1,3,Low-Value Customers
13262.0,263,1,200.29,3,Low-Value Customers
13263.0,1,35,7454.07,1,At-Risk Customers
13265.0,53,5,2107.66,2,New Customers
13266.0,11,12,3834.26,1,At-Risk Customers
13267.0,3,19,4521.49,1,At-Risk Customers
13268.0,18,11,3214.69,1,At-Risk Customers
13269.0,1,15,5346.2300000000005,1,At-Risk Customers
13270.0,366,1,590.0,3,Low-Value Customers
13271.0,37,1,217.38,0,Loyal High-Value
13272.0,31,2,276.56,0,Loyal High-Value
13273.0,113,1,138.98,3,Low-Value Customers
13276.0,64,2,590.9300000000001,2,New Customers
13277.0,16,4,258.4,0,Loyal High-Value
13278.0,41,1,542.73,0,Loyal High-Value
13279.0,78,1,137.75,3,Low-Value Customers
13280.0,122,3,814.86,2,New Customers
13282.0,18,3,1132.14,2,New Customers
13283.0,60,2,93.66,3,Low-Value Customers
13284.0,331,1,201.19,3,Low-Value Customers
13285.0,23,4,2709.12,2,New Customers
13291.0,156,1,361.11,3,Low-Value Customers
13292.0,39,2,578.94,0,Loyal High-Value
13294.0,190,2,873.74,3,Low-Value Customers
13295.0,360,1,201.2,3,Low-Value Customers
13296.0,137,1,87.4,3,Low-Value Customers
13297.0,8,4,2089.85,1,At-Risk Customers
13298.0,1,1,360.0,0,Loyal High-Value
13299.0,268,1,142.5,3,Low-Value Customers
13300.0,169,1,371.89,3,Low-Value Customers
13301.0,104,4,618.09,2,New Customers
13302.0,155,1,63.75,3,Low-Value Customers
13304.0,351,1,300.42,3,Low-Value Customers
13305.0,4,10,2000.86,1,At-Risk Customers
13307.0,120,1,15.0,3,Low-Value Customers
13308.0,23,3,1385.51,2,New Customers
13309.0,7,5,1456.79,1,At-Risk Customers
13310.0,28,3,1132.03,2,New Customers
13311.0,4,2,598.57,0,Loyal High-Value
13313.0,22,5,1555.3200000000002,2,New Customers
13314.0,2,3,775.94,0,Loyal High-Value
13316.0,37,4,5977.73,2,New Customers
13317.0,66,6,2273.68,2,New Customers
13318.0,1,3,640.76,0,Loyal High-Value
13319.0,5,26,10845.55,1,At-Risk Customers
13320.0,78,4,1548.7,2,New Customers
13321.0,72,2,567.36,3,Low-Value Customers
13322.0,17,1,199.48,0,Loyal High-Value
13323.0,3,5,787.85,0,Loyal High-Value
13324.0,36,10,7121.95,1,At-Risk Customers
13325.0,82,1,675.3,3,Low-Value Customers
13327.0,39,8,3627.77,1,At-Risk Customers
13328.0,316,1,1308.48,3,Low-Value Customers
13329.0,32,2,789.0,0,Loyal High-Value
13330.0,93,3,1140.93,2,New Customers
13332.0,14,1,350.90000000000003,0,Loyal High-Value
13334.0,82,3,3536.82,2,New Customers
13336.0,77,1,795.12,3,Low-Value Customers
13338.0,158,1,487.02,3,Low-Value Customers
13339.0,201,1,860.12,3,Low-Value Customers
13340.0,45,7,10736.48,1,At-Risk Customers
13341.0,261,1,775.85,3,Low-Value Customers
13343.0,178,1,353.43,3,Low-Value Customers
13344.0,68,3,2543.7200000000003,2,New Customers
13345.0,288,1,389.5,3,Low-Value Customers
13347.0,70,1,341.36,3,Low-Value Customers
13348.0,64,1,233.76,3,Low-Value Customers
13349.0,11,1,247.32,0,Loyal High-Value
13350.0,16,2,979.12,0,Loyal High-Value
13351.0,66,1,373.94,3,Low-Value Customers
13352.0,60,1,397.98,3,Low-Value Customers
13354.0,71,1,743.53,3,Low-Value Customers
13355.0,122,1,674.7,3,Low-Value Customers
13356.0,80,1,768.24,3,Low-Value Customers
13357.0,257,1,609.95,3,Low-Value Customers
13358.0,269,1,439.03,3,Low-Value Customers
13359.0,64,1,439.56,3,Low-Value Customers
13362.0,9,4,3090.74,1,At-Risk Customers
13363.0,18,2,992.5,0,Loyal High-Value
13364.0,71,1,134.96,3,Low-Value Customers
13365.0,34,2,2225.37,2,New Customers
13366.0,50,1,56.16,3,Low-Value Customers
13368.0,257,2,623.4,3,Low-Value Customers
13369.0,366,1,308.28000000000003,3,Low-Value Customers
13370.0,372,1,754.87,3,Low-Value Customers
13372.0,90,1,378.64,3,Low-Value Customers
13373.0,61,3,3312.25,2,New Customers
13375.0,89,1,778.65,3,Low-Value Customers
13376.0,99,3,1019.76,2,New Customers
13379.0,26,3,572.56,0,Loyal High-Value
13381.0,32,6,3639.31,2,New Customers
13382.0,281,1,222.99,3,Low-Value Customers
13384.0,31,7,4151.93,1,At-Risk Customers
13385.0,330,1,534.57,3,Low-Value Customers
13388.0,131,2,677.1,3,Low-Value Customers
13389.0,11,3,797.96,0,Loyal High-Value
13390.0,75,1,544.08,3,Low-Value Customers
13391.0,204,1,59.8,3,Low-Value Customers
13394.0,2,8,2520.02,1,At-Risk Customers
13395.0,185,1,307.72,3,Low-Value Customers
13396.0,29,2,1360.99,2,New Customers
13397.0,73,5,1544.13,2,New Customers
13398.0,192,1,457.34,3,Low-Value Customers
13402.0,127,2,621.23,3,Low-Value Customers
13403.0,18,1,75.0,0,Loyal High-Value
13404.0,1,2,252.49,0,Loyal High-Value
13405.0,74,3,572.451,2,New Customers
13408.0,2,62,28117.04,1,At-Risk Customers
13410.0,24,5,1003.06,2,New Customers
13411.0,107,1,213.55,3,Low-Value Customers
13414.0,134,3,1390.5,2,New Customers
13416.0,44,2,712.5,2,New Customers
13417.0,5,2,640.83,0,Loyal High-Value
13418.0,12,18,6127.43,1,At-Risk Customers
13419.0,64,1,221.06,3,Low-Value Customers
13420.0,150,2,159.85,3,Low-Value Customers
13421.0,40,2,1851.08,2,New Customers
13422.0,64,1,2626.3,2,New Customers
13425.0,108,3,1624.21,2,New Customers
13426.0,1,10,3641.32,1,At-Risk Customers
13427.0,19,3,582.6,0,Loyal High-Value
13428.0,10,1,218.47,0,Loyal High-Value
13429.0,11,4,1006.8,0,Loyal High-Value
13430.0,19,2,679.45,0,Loyal High-Value
13431.0,67,2,1269.1,2,New Customers
13434.0,74,2,534.24,3,Low-Value Customers
13435.0,5,7,3809.89,1,At-Risk Customers
13436.0,2,1,196.89,0,Loyal High-Value
13437.0,14,7,3408.06,1,At-Risk Customers
13439.0,255,1,283.71,3,Low-Value Customers
13441.0,92,1,296.64,3,Low-Value Customers
13447.0,23,3,1129.14,2,New Customers
13448.0,17,6,3539.3700000000003,1,At-Risk Customers
13449.0,24,1,291.88,0,Loyal High-Value
13450.0,27,6,2043.72,2,New Customers
13451.0,26,5,2976.15,2,New Customers
13452.0,259,2,590.0,3,Low-Value Customers
13453.0,166,2,356.98,3,Low-Value Customers
13455.0,25,2,1058.34,0,Loyal High-Value
13456.0,18,6,1766.72,2,New Customers
13458.0,7,14,9646.57,1,At-Risk Customers
13460.0,29,2,183.44,0,Loyal High-Value
13461.0,39,3,1445.0,2,New Customers
13462.0,253,1,151.5,3,Low-Value Customers
13464.0,58,1,674.68,3,Low-Value Customers
13466.0,184,1,307.90000000000003,3,Low-Value Customers
13467.0,11,2,1083.71,0,Loyal High-Value
13468.0,2,37,5704.97,1,At-Risk Customers
13470.0,99,2,165.0,3,Low-Value Customers
13471.0,1,4,2531.58,1,At-Risk Customers
13473.0,61,2,422.64,3,Low-Value Customers
13474.0,236,1,229.59,3,Low-Value Customers
13475.0,191,4,1431.78,2,New Customers
13476.0,179,2,1238.47,2,New Customers
13477.0,38,6,1454.58,2,New Customers
13479.0,201,2,300.95,3,Low-Value Customers
13481.0,46,5,1804.56,2,New Customers
13482.0,232,1,184.64,3,Low-Value Customers
13483.0,66,1,140.34,3,Low-Value Customers
13484.0,241,1,313.8,3,Low-Value Customers
13485.0,233,1,454.24,3,Low-Value Customers
13486.0,78,3,1122.41,2,New Customers
13487.0,58,3,575.4,2,New Customers
13488.0,17,13,8968.31,1,At-Risk Customers
13489.0,105,4,449.52,2,New Customers
13491.0,52,10,1215.82,2,New Customers
13492.0,136,3,1269.84,2,New Customers
13493.0,275,2,618.63,3,Low-Value Customers
13494.0,312,1,316.26000000000005,3,Low-Value Customers
13495.0,8,5,2044.87,1,At-Risk Customers
13496.0,11,2,653.33,0,Loyal High-Value
13497.0,283,2,348.05,3,Low-Value Customers
13499.0,18,5,1159.11,2,New Customers
13500.0,23,3,1166.77,2,New Customers
13501.0,288,1,1340.32,3,Low-Value Customers
13502.0,17,3,292.0,0,Loyal High-Value
13503.0,71,1,216.85,3,Low-Value Customers
13504.0,64,1,295.93,3,Low-Value Customers
13505.0,73,4,4393.63,2,New Customers
13506.0,316,2,458.52,3,Low-Value Customers
13507.0,3,4,2479.16,1,At-Risk Customers
13508.0,244,1,110.97,3,Low-Value Customers
13509.0,9,7,979.72,1,At-Risk Customers
13510.0,1,4,1791.56,1,At-Risk Customers
13512.0,261,1,251.21,3,Low-Value Customers
13513.0,127,1,205.1,3,Low-Value Customers
13514.0,74,1,152.20000000000002,3,Low-Value Customers
13515.0,73,4,891.12,2,New Customers
13516.0,21,3,1389.41,2,New Customers
13517.0,60,3,2128.42,2,New Customers
13518.0,86,1,659.44,3,Low-Value Customers
13519.0,78,1,122.75,3,Low-Value Customers
13520.0,59,6,3624.35,2,New Customers
13521.0,1,3,1093.65,0,Loyal High-Value
13522.0,30,1,125.8,0,Loyal High-Value
13523.0,33,5,3964.88,2,New Customers
13524.0,41,5,680.1800000000001,2,New Customers
13525.0,15,2,628.78,0,Loyal High-Value
13527.0,34,7,2287.51,2,New Customers
13529.0,79,2,307.76,3,Low-Value Customers
13531.0,205,2,483.8,3,Low-Value Customers
13532.0,34,1,210.31,0,Loyal High-Value
13533.0,183,3,270.79,3,Low-Value Customers
13534.0,2,25,5870.08,1,At-Risk Customers
13536.0,1,7,3448.29,1,At-Risk Customers
13538.0,43,7,1280.85,2,New Customers
13539.0,86,3,631.34,2,New Customers
13544.0,40,2,291.41,0,Loyal High-Value
13546.0,12,3,626.99,0,Loyal High-Value
13548.0,96,2,682.41,3,Low-Value Customers
13549.0,26,7,918.2,2,New Customers
13551.0,319,1,91.8,3,Low-Value Customers
13552.0,66,12,3740.07,1,At-Risk Customers
13555.0,74,4,4149.28,2,New Customers
13557.0,28,2,584.0600000000001,0,Loyal High-Value
13558.0,6,4,605.06,0,Loyal High-Value
13560.0,7,1,174.37,0,Loyal High-Value
13561.0,216,1,141.86,3,Low-Value Customers
13562.0,82,3,1799.3300000000002,2,New Customers
13563.0,84,2,777.53,2,New Customers
13564.0,144,3,1749.02,2,New Customers
13565.0,19,2,240.22,0,Loyal High-Value
13566.0,41,2,874.71,2,New Customers
13568.0,173,1,192.85,3,Low-Value Customers
13569.0,17,2,373.75,0,Loyal High-Value
13570.0,243,1,239.49,3,Low-Value Customers
13571.0,13,12,2092.32,1,At-Risk Customers
13572.0,206,1,1384.25,3,Low-Value Customers
13573.0,50,2,294.40000000000003,3,Low-Value Customers
13575.0,23,5,732.07,2,New Customers
13576.0,10,18,6717.34,1,At-Risk Customers
13577.0,25,4,1687.6,2,New Customers
13579.0,15,2,467.04,0,Loyal High-Value
13581.0,309,1,118.0,3,Low-Value Customers
13583.0,156,1,781.03,3,Low-Value Customers
13584.0,307,1,142.4,3,Low-Value Customers
13587.0,64,1,712.4,3,Low-Value Customers
13588.0,16,9,2478.95,1,At-Risk Customers
13589.0,15,2,379.65,0,Loyal High-Value
13590.0,11,6,1981.92,1,At-Risk Customers
13591.0,65,3,1117.13,2,New Customers
13592.0,36,4,247.96,0,Loyal High-Value
13593.0,108,5,2037.08,2,New Customers
13594.0,53,1,396.97,3,Low-Value Customers
13596.0,6,2,697.04,0,Loyal High-Value
13598.0,47,1,180.17,3,Low-Value Customers
13599.0,1,21,5153.67,1,At-Risk Customers
13600.0,312,1,219.52,3,Low-Value Customers
13601.0,45,2,693.32,2,New Customers
13602.0,65,1,428.89,3,Low-Value Customers
13603.0,26,1,164.34,0,Loyal High-Value
13606.0,29,3,280.54,0,Loyal High-Value
13607.0,40,1,678.01,0,Loyal High-Value
13610.0,12,7,1131.88,1,At-Risk Customers
13611.0,89,3,1171.8,2,New Customers
13614.0,24,4,1610.46,2,New Customers
13615.0,319,1,417.69,3,Low-Value Customers
13617.0,40,3,544.18,2,New Customers
13618.0,174,1,177.34,3,Low-Value Customers
13621.0,117,1,213.85,3,Low-Value Customers
13623.0,31,5,747.78,2,New Customers
13626.0,253,1,257.23,3,Low-Value Customers
13627.0,59,5,1638.47,2,New Customers
13629.0,23,11,7792.36,1,At-Risk Customers
13630.0,5,7,2031.78,1,At-Risk Customers
13631.0,100,11,3070.42,2,New Customers
13632.0,25,5,2121.27,2,New Customers
13634.0,33,5,1575.16,2,New Customers
13635.0,68,1,1071.03,3,Low-Value Customers
13636.0,37,5,949.12,2,New Customers
13637.0,52,3,810.5,2,New Customers
13638.0,16,1,122.64,0,Loyal High-Value
13639.0,74,1,1033.34,3,Low-Value Customers
13642.0,216,1,354.8,3,Low-Value Customers
13643.0,31,3,519.44,0,Loyal High-Value
13644.0,16,4,2624.26,2,New Customers
13645.0,120,1,252.1,3,Low-Value Customers
13647.0,10,4,1678.12,2,New Customers
13649.0,257,2,346.6,3,Low-Value Customers
13650.0,17,6,1836.34,2,New Customers
13651.0,35,2,94.2,0,Loyal High-Value
13652.0,46,3,1095.08,2,New Customers
13654.0,43,6,2707.33,2,New Customers
13655.0,114,2,932.97,2,New Customers
13656.0,165,2,379.65,3,Low-Value Customers
13657.0,11,2,382.14,0,Loyal High-Value
13658.0,10,5,2639.17,1,At-Risk Customers
13659.0,206,2,1573.2,2,New Customers
13662.0,86,3,897.76,2,New Customers
13663.0,179,1,189.47,3,Low-Value Customers
13666.0,60,3,84.65,3,Low-Value Customers
13667.0,149,1,305.02,3,Low-Value Customers
13668.0,3,21,6363.59,1,At-Risk Customers
13669.0,51,2,218.55,3,Low-Value Customers
13670.0,75,1,349.7,3,Low-Value Customers
13672.0,301,2,186.39,3,Low-Value Customers
13673.0,19,2,396.92,0,Loyal High-Value
13675.0,151,2,486.8200000000001,3,Low-Value Customers
13678.0,152,1,232.6,3,Low-Value Customers
13680.0,1,4,3722.42,1,At-Risk Customers
13681.0,18,4,827.83,2,New Customers
13682.0,187,1,59.5,3,Low-Value Customers
13684.0,286,1,67.23,3,Low-Value Customers
13685.0,3,7,3119.44,1,At-Risk Customers
13686.0,183,1,72.0,3,Low-Value Customers
13689.0,63,1,910.0,3,Low-Value Customers
13690.0,59,1,172.25,3,Low-Value Customers
13692.0,25,3,1488.32,2,New Customers
13694.0,4,50,65039.62,1,At-Risk Customers
13695.0,31,15,2504.13,1,At-Risk Customers
13697.0,39,1,151.3,3,Low-Value Customers
13699.0,155,1,308.58000000000004,3,Low-Value Customers
13700.0,26,10,2265.12,1,At-Risk Customers
13703.0,318,1,99.5,3,Low-Value Customers
13704.0,5,9,2308.06,1,At-Risk Customers
13705.0,8,3,711.86,0,Loyal High-Value
13706.0,303,1,330.79,3,Low-Value Customers
13707.0,267,2,806.41,3,Low-Value Customers
13708.0,271,1,296.88,3,Low-Value Customers
13709.0,4,13,6328.05,1,At-Risk Customers
13710.0,32,1,180.48,0,Loyal High-Value
13711.0,219,2,252.06,3,Low-Value Customers
13712.0,247,1,228.84,3,Low-Value Customers
13715.0,281,5,1079.34,2,New Customers
13716.0,269,1,138.28,3,Low-Value Customers
13717.0,32,6,1445.01,2,New Customers
13718.0,246,2,306.55,3,Low-Value Customers
13719.0,15,5,1041.68,2,New Customers
13720.0,117,4,799.9,2,New Customers
13721.0,36,1,524.14,0,Loyal High-Value
13722.0,132,3,2375.41,2,New Customers
13723.0,217,1,199.85,3,Low-Value Customers
13725.0,50,8,1980.56,2,New Customers
13726.0,39,2,1079.66,2,New Customers
13727.0,29,2,333.48,0,Loyal High-Value
13728.0,37,6,1016.14,2,New Customers
13730.0,136,2,752.6,3,Low-Value Customers
13731.0,219,2,610.59,3,Low-Value Customers
13732.0,28,1,491.86,0,Loyal High-Value
13735.0,25,4,2885.24,2,New Customers
13736.0,5,2,731.9,0,Loyal High-Value
13737.0,200,1,339.6,3,Low-Value Customers
13739.0,18,1,216.9,0,Loyal High-Value
13740.0,241,1,350.75,3,Low-Value Customers
13741.0,72,3,668.4300000000001,2,New Customers
13742.0,17,12,3131.02,1,At-Risk Customers
13743.0,3,7,1341.6,1,At-Risk Customers
13744.0,95,2,1156.36,2,New Customers
13745.0,162,1,300.04,3,Low-Value Customers
13747.0,374,1,79.6,3,Low-Value Customers
13748.0,96,5,948.25,2,New Customers
13750.0,54,5,1647.26,2,New Customers
13751.0,288,1,296.25,3,Low-Value Customers
13752.0,124,6,1186.28,2,New Customers
13753.0,288,1,741.26,3,Low-Value Customers
13754.0,152,2,282.6,3,Low-Value Customers
13755.0,4,9,2161.35,1,At-Risk Customers
13756.0,2,14,5189.52,1,At-Risk Customers
13758.0,12,7,3190.55,1,At-Risk Customers
13759.0,33,2,659.4100000000001,0,Loyal High-Value
13760.0,54,2,286.79,3,Low-Value Customers
13761.0,50,2,1070.65,2,New Customers
13762.0,219,1,306.72,3,Low-Value Customers
13763.0,63,1,1714.96,2,New Customers
13764.0,71,3,1521.76,2,New Customers
13767.0,2,37,17220.36,1,At-Risk Customers
13769.0,2,10,2796.51,1,At-Risk Customers
13771.0,64,4,2634.45,2,New Customers
13772.0,34,3,1132.13,2,New Customers
13774.0,82,1,345.0,3,Low-Value Customers
13777.0,1,33,25977.16,1,At-Risk Customers
13778.0,103,1,178.7,3,Low-Value Customers
13780.0,7,2,360.01,0,Loyal High-Value
13781.0,251,1,127.84,3,Low-Value Customers
13782.0,13,6,912.0,2,New Customers
13784.0,10,11,2462.79,1,At-Risk Customers
13786.0,367,1,230.4,3,Low-Value Customers
13787.0,76,2,309.04,3,Low-Value Customers
13790.0,4,1,348.79999999999995,0,Loyal High-Value
13791.0,128,2,1516.0,2,New Customers
13792.0,66,2,195.55,3,Low-Value Customers
13798.0,1,57,37153.85,1,At-Risk Customers
13799.0,117,2,688.86,3,Low-Value Customers
13800.0,310,1,558.32,3,Low-Value Customers
13801.0,67,1,324.8,3,Low-Value Customers
13802.0,139,3,4599.42,2,New Customers
13803.0,255,1,277.07,3,Low-Value Customers
13804.0,31,7,2635.79,2,New Customers
13805.0,52,2,924.6,2,New Customers
13806.0,64,1,256.38,3,Low-Value Customers
13807.0,367,1,112.6,3,Low-Value Customers
13808.0,6,5,1747.66,1,At-Risk Customers
13809.0,305,1,155.05,3,Low-Value Customers
13810.0,29,3,1499.01,2,New Customers
13811.0,184,3,814.5,2,New Customers
13812.0,42,3,539.0,2,New Customers
13813.0,40,4,1366.86,2,New Customers
13814.0,92,2,1579.12,2,New Customers
13815.0,22,4,4027.36,2,New Customers
13816.0,24,2,571.6700000000001,0,Loyal High-Value
13817.0,29,2,382.98,0,Loyal High-Value
13819.0,302,3,1140.35,2,New Customers
13821.0,145,2,385.64,3,Low-Value Customers
13822.0,6,2,632.0,0,Loyal High-Value
13823.0,19,2,957.66,0,Loyal High-Value
13824.0,33,5,1698.94,2,New Customers
13826.0,176,1,189.5,3,Low-Value Customers
13827.0,58,3,412.05,2,New Customers
13828.0,22,1,209.49,0,Loyal High-Value
13831.0,16,6,2202.99,1,At-Risk Customers
13832.0,19,1,52.2,0,Loyal High-Value
13833.0,159,1,384.8,3,Low-Value Customers
13835.0,25,4,834.57,2,New Customers
13837.0,212,2,271.24,3,Low-Value Customers
13838.0,6,4,691.73,0,Loyal High-Value
13841.0,253,1,85.0,3,Low-Value Customers
13842.0,59,9,3385.62,2,New Customers
13844.0,11,1,361.62,0,Loyal High-Value
13845.0,65,1,312.98,3,Low-Value Customers
13846.0,25,3,865.0600000000001,2,New Customers
13848.0,92,3,1255.0,2,New Customers
13849.0,52,2,1537.95,2,New Customers
13850.0,129,1,1595.48,2,New Customers
13851.0,96,3,2651.46,2,New Customers
13853.0,57,1,1090.14,2,New Customers
13854.0,9,25,8109.519999999999,1,At-Risk Customers
13856.0,169,3,388.5,3,Low-Value Customers
13858.0,57,1,216.17,3,Low-Value Customers
13859.0,326,1,201.16,3,Low-Value Customers
13860.0,1,5,1245.9,1,At-Risk Customers
13862.0,18,8,2209.36,1,At-Risk Customers
13863.0,248,1,305.78,3,Low-Value Customers
13865.0,58,4,501.56,2,New Customers
13866.0,74,1,145.67,3,Low-Value Customers
13867.0,31,3,1015.29,2,New Customers
13868.0,7,2,3192.54,0,Loyal High-Value
13869.0,123,4,3104.9500000000003,2,New Customers
13870.0,2,8,2770.94,1,At-Risk Customers
13871.0,23,13,6403.25,1,At-Risk Customers
13873.0,120,3,389.6,3,Low-Value Customers
13874.0,358,1,540.45,3,Low-Value Customers
13875.0,54,5,1786.79,2,New Customers
13876.0,64,1,122.7,3,Low-Value Customers
13877.0,86,1,117.24,3,Low-Value Customers
13878.0,55,1,1281.53,2,New Customers
13880.0,21,13,3219.77,1,At-Risk Customers
13881.0,4,20,17159.52,1,At-Risk Customers
13882.0,3,5,1191.13,1,At-Risk Customers
13883.0,11,5,2674.48,1,At-Risk Customers
13884.0,7,5,787.6,0,Loyal High-Value
13885.0,189,2,506.8,3,Low-Value Customers
13886.0,71,1,243.56,3,Low-Value Customers
13887.0,204,1,349.55,3,Low-Value Customers
13888.0,120,2,605.63,3,Low-Value Customers
13889.0,93,1,416.9,3,Low-Value Customers
13890.0,1,10,1883.81,1,At-Risk Customers
13892.0,27,4,632.97,2,New Customers
13893.0,298,1,821.1,3,Low-Value Customers
13894.0,24,3,564.62,0,Loyal High-Value
13895.0,28,4,2593.07,2,New Customers
13897.0,50,1,311.16,3,Low-Value Customers
13898.0,326,1,155.93,3,Low-Value Customers
13899.0,16,2,388.52,0,Loyal High-Value
13900.0,183,3,740.95,2,New Customers
13901.0,72,5,2867.2000000000003,2,New Customers
13904.0,37,2,332.64,0,Loyal High-Value
13908.0,80,4,2369.55,2,New Customers
13911.0,57,9,2580.91,2,New Customers
13914.0,12,2,626.45,0,Loyal High-Value
13917.0,50,2,272.04,3,Low-Value Customers
13918.0,50,2,1212.84,2,New Customers
13919.0,59,2,384.81,3,Low-Value Customers
13922.0,352,1,172.25,3,Low-Value Customers
13923.0,54,1,351.13,3,Low-Value Customers
13924.0,2,6,1838.85,1,At-Risk Customers
13925.0,93,4,678.25,2,New Customers
13926.0,23,1,223.85,0,Loyal High-Value
13927.0,75,1,348.99,3,Low-Value Customers
13928.0,11,4,464.57,0,Loyal High-Value
13929.0,169,2,842.65,3,Low-Value Customers
13930.0,58,2,337.34,3,Low-Value Customers
13931.0,96,2,1237.53,2,New Customers
13932.0,295,1,307.4,3,Low-Value Customers
13933.0,109,2,608.79,3,Low-Value Customers
13934.0,264,1,922.1,3,Low-Value Customers
13936.0,180,1,376.58,3,Low-Value Customers
13937.0,169,1,158.85,3,Low-Value Customers
13938.0,35,1,71.66,3,Low-Value Customers
13939.0,23,3,568.55,0,Loyal High-Value
13940.0,17,4,839.14,2,New Customers
13941.0,22,5,5112.96,1,At-Risk Customers
13946.0,79,3,561.57,2,New Customers
13947.0,65,1,90.6,3,Low-Value Customers
13948.0,361,1,102.0,3,Low-Value Customers
13949.0,3,6,2427.32,1,At-Risk Customers
13950.0,11,4,745.0600000000001,0,Loyal High-Value
13951.0,176,3,674.45,2,New Customers
13952.0,218,2,3251.071,2,New Customers
